time;dataset;alpha;distribution;seed;#parts;model;lr;num_epoch;hidden_layer_size;batch_size;value function;method;attack method;attack arg;num attack clients;client number;contribution
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1;LeaveOneOut;label flip;0.3;3;0;0.0023674242424244207
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1;LeaveOneOut;label flip;0.3;3;1;0.03702437912964229
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1;LeaveOneOut;label flip;0.3;3;2;-0.036997885835095
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1;LeaveOneOut;label flip;0.3;3;3;0.05899419729206967
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1;LeaveOneOut;label flip;0.3;3;4;0.0023674242424244207
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1;LeaveOneOut;label flip;0.3;3;5;0.012242424242424277
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1;LeaveOneOut;label flip;0.3;3;6;0.0
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1;LeaveOneOut;label flip;0.3;3;7;0.012242424242424277
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1_macro;LeaveOneOut;label flip;0.3;3;0;-0.001919199751861056
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1_macro;LeaveOneOut;label flip;0.3;3;1;0.06109602831721661
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1_macro;LeaveOneOut;label flip;0.3;3;2;-0.06004431510808106
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1_macro;LeaveOneOut;label flip;0.3;3;3;0.13136768354984674
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1_macro;LeaveOneOut;label flip;0.3;3;4;-0.001919199751861056
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1_macro;LeaveOneOut;label flip;0.3;3;5;0.006982852486944857
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1_macro;LeaveOneOut;label flip;0.3;3;6;0.0021054214602600485
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1_macro;LeaveOneOut;label flip;0.3;3;7;0.006982852486944857
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1_micro;LeaveOneOut;label flip;0.3;3;0;0.0
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1_micro;LeaveOneOut;label flip;0.3;3;1;0.05208333333333337
2024-03-30 01:57:40;tictactoe;0.8;label skew;6694;8;TicTacToeMLP;0.008;80;16;16;f1_micro;LeaveOneOut;label flip;0.3;3;2;-0.05208333333333326
