time;distribution;dataset;seed;#parts;model;lr;num_epoch;hidden_layer_size;batch_size;value function;method;alpha;x;y;remove topic;num_removed_client
2024-03-30 03:02:10;label skew;bank;6694;8;BankMLP;0.001;20;8;64;gradient_similarity;ShapleyValue;0.8;0.75;0.013555910438299179;best;4.0
2024-03-30 03:02:10;label skew;bank;6694;8;BankMLP;0.001;20;8;64;gradient_similarity;ShapleyValue;0.8;0.875;-0.042958810925483704;best;0.0
2024-03-30 03:02:10;label skew;bank;6694;8;BankMLP;0.001;20;8;64;gradient_similarity;ShapleyValue;0.8;0.0;1.0;worst;0.0
2024-03-30 03:02:10;label skew;bank;6694;8;BankMLP;0.001;20;8;64;gradient_similarity;ShapleyValue;0.8;0.125;0.9999195337295532;worst;4.0
2024-03-30 03:02:10;label skew;bank;6694;8;BankMLP;0.001;20;8;64;gradient_similarity;ShapleyValue;0.8;0.25;0.9996173977851868;worst;7.0
2024-03-30 03:02:10;label skew;bank;6694;8;BankMLP;0.001;20;8;64;gradient_similarity;ShapleyValue;0.8;0.375;0.9976882934570312;worst;6.0
2024-03-30 03:02:10;label skew;bank;6694;8;BankMLP;0.001;20;8;64;gradient_similarity;ShapleyValue;0.8;0.5;0.9593598246574402;worst;5.0
2024-03-30 03:02:10;label skew;bank;6694;8;BankMLP;0.001;20;8;64;gradient_similarity;ShapleyValue;0.8;0.625;0.9228102564811707;worst;1.0
2024-03-30 03:02:10;label skew;bank;6694;8;BankMLP;0.001;20;8;64;gradient_similarity;ShapleyValue;0.8;0.75;0.8052451014518738;worst;2.0
2024-03-30 03:02:10;label skew;bank;6694;8;BankMLP;0.001;20;8;64;gradient_similarity;ShapleyValue;0.8;0.875;0.8862296938896179;worst;3.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.0;1.0;best;3.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.125;0.8631205558776855;best;1.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.25;0.7582156658172607;best;2.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.375;0.6312278509140015;best;5.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.5;0.5381045937538147;best;6.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.625;0.2907404601573944;best;7.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.75;0.09019779413938522;best;0.0
2024-03-30 03:02:11;quantity skew;adult;6694;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.365;0.875;0.07717838883399963;best;4.0
