time;distribution;dataset;seed;#parts;model;lr;num_epoch;hidden_layer_size;batch_size;value function;method;alpha;attack_method;attack_arg;x;y;remove topic;num_removed_client
2023-06-24 21:24:11;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.25;0.4070691168308258;best;5.0
2023-06-24 21:24:11;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.375;0.40330639481544495;best;6.0
2023-06-24 21:24:11;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.5;0.5055578351020813;best;1.0
2023-06-24 21:24:11;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.625;0.21486669778823853;best;0.0
2023-06-24 21:24:11;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.75;0.11541801691055298;best;4.0
2023-06-24 21:24:11;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.875;0.1060195118188858;best;7.0
2023-06-24 21:24:11;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.0;1.0;worst;7.0
2023-06-24 21:24:11;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.125;0.9999287128448486;worst;4.0
2023-06-24 21:24:11;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.25;0.9999291896820068;worst;0.0
2023-06-24 21:24:11;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.375;0.9995881915092468;worst;1.0
2023-06-24 21:24:11;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.5;0.9983862638473511;worst;6.0
2023-06-24 21:24:11;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.625;0.9830406904220581;worst;5.0
2023-06-24 21:24:11;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.75;0.8839448690414429;worst;3.0
2023-06-24 21:24:11;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.875;0.8367368578910828;worst;2.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.0;92649.0;best;1.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.125;65276.0;best;0.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.25;47970.0;best;7.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.375;35616.0;best;2.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.5;25004.0;best;5.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.625;14774.0;best;6.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.75;6177.0;best;3.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.875;894.0;best;4.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.0;92649.0;worst;4.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.125;91755.0;worst;3.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.25;86472.0;worst;6.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.375;77875.0;worst;5.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.5;67645.0;worst;2.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.625;57033.0;worst;7.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.75;44679.0;worst;0.0
2023-06-24 21:24:12;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;low quality data;0.3;0.875;27373.0;worst;1.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.0;1.0;best;2.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.125;0.7379103899002075;best;3.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.25;0.42199572920799255;best;5.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.375;0.44235384464263916;best;0.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.5;0.3552069664001465;best;6.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.625;0.3825603425502777;best;1.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.75;0.11667945235967636;best;4.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.875;0.10736595839262009;best;7.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.0;1.0;worst;7.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.125;0.9999299645423889;worst;4.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.25;0.9999305605888367;worst;1.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.375;0.9979932904243469;worst;6.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.5;0.981579065322876;worst;0.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.625;0.9833261370658875;worst;5.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.75;0.8853222131729126;worst;3.0
2023-06-24 21:24:13;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.875;0.839630126953125;worst;2.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.0;97841.0;best;1.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.125;70468.0;best;0.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.25;47970.0;best;7.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.375;35616.0;best;2.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.5;25004.0;best;5.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.625;14774.0;best;6.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.75;6177.0;best;3.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.875;894.0;best;4.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.0;97841.0;worst;4.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.125;96947.0;worst;3.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.25;91664.0;worst;6.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.375;83067.0;worst;5.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.5;72837.0;worst;2.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.625;62225.0;worst;7.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.75;49871.0;worst;0.0
2023-06-24 21:24:14;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;data replication;0.3;0.875;27373.0;worst;1.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.0;1.0;best;2.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.125;0.7332057952880859;best;3.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.25;0.4145176410675049;best;5.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.375;0.42264991998672485;best;6.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.5;0.5388022661209106;best;1.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.625;0.26774972677230835;best;0.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.75;0.11736493557691574;best;4.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.875;0.1080479770898819;best;7.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.0;1.0;worst;7.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.125;0.999929666519165;worst;4.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.25;0.9999300241470337;worst;0.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.375;0.9993273019790649;worst;1.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.5;0.9982618689537048;worst;6.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.625;0.9832286238670349;worst;5.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.75;0.8850117921829224;worst;3.0
2023-06-24 21:24:15;label skew;dota2;6695;8;Dota2MLP;0.001;5;4;128;gradient_similarity;ShapleyValue;0.8;random data generation;0.3;0.875;0.8375126123428345;worst;2.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.0;1.0;best;2.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.125;0.8155611753463745;best;3.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.25;0.27072176337242126;best;0.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.375;0.16907718777656555;best;7.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.5;0.13356609642505646;best;4.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.625;0.13298869132995605;best;5.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.75;0.07307867705821991;best;1.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.875;0.03681325539946556;best;6.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.0;1.0;worst;6.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.125;0.9976935386657715;worst;1.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.25;0.9940670132637024;worst;5.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.375;0.9722995162010193;worst;4.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.5;0.9723371863365173;worst;7.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.625;0.9758397936820984;worst;0.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.75;0.9762330055236816;worst;3.0
2023-06-24 21:24:16;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;data replication;0.3;0.875;0.876535177230835;worst;2.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.0;92649.0;best;1.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.125;65276.0;best;0.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.25;47970.0;best;7.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.375;35616.0;best;2.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.5;25004.0;best;5.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.625;14774.0;best;6.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.75;6177.0;best;3.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.875;894.0;best;4.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.0;92649.0;worst;4.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.125;91755.0;worst;3.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.25;86472.0;worst;6.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.375;77875.0;worst;5.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.5;67645.0;worst;2.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.625;57033.0;worst;7.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.75;44679.0;worst;0.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;label flip;0.3;0.875;27373.0;worst;1.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.0;97841.0;best;1.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.125;70468.0;best;0.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.25;47970.0;best;7.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.375;35616.0;best;2.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.5;25004.0;best;5.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.625;14774.0;best;6.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.75;6177.0;best;3.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.875;894.0;best;4.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.0;97841.0;worst;4.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.125;96947.0;worst;3.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.25;91664.0;worst;6.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.375;83067.0;worst;5.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.5;72837.0;worst;2.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.625;62225.0;worst;7.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.75;49871.0;worst;0.0
2023-06-24 21:24:16;label skew;dota2;6696;8;Dota2MLP;0.001;5;4;128;data_quantity;ShapleyValue;0.8;random data generation;0.3;0.875;27373.0;worst;1.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.0;1.0;best;2.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.125;0.8073773384094238;best;3.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.25;0.17961479723453522;best;7.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.375;0.14838199317455292;best;4.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.5;0.1478821486234665;best;5.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.625;0.11110420525074005;best;1.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.75;0.10075236856937408;best;0.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.875;0.042634110897779465;best;6.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.0;1.0;worst;6.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.125;0.9976661801338196;worst;0.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.25;0.994201123714447;worst;1.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.375;0.9893682599067688;worst;5.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.5;0.9648733735084534;worst;4.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.625;0.9649277925491333;worst;7.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.75;0.9690077304840088;worst;3.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;label flip;0.3;0.875;0.8783460259437561;worst;2.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.0;1.0;best;2.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.125;0.8097918629646301;best;3.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.25;0.21754825115203857;best;7.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.375;0.18389955163002014;best;0.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.5;0.13384544849395752;best;4.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.625;0.13327449560165405;best;5.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.75;0.07312913984060287;best;1.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.875;0.03696741908788681;best;6.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.0;1.0;worst;6.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.125;0.9976503849029541;worst;1.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.25;0.9939593076705933;worst;5.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.375;0.9718407988548279;worst;4.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.5;0.9718791246414185;worst;0.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.625;0.9723212122917175;worst;7.0
2023-06-24 21:24:17;label skew;adult;6695;8;AdultMLP;0.001;25;24;64;gradient_similarity;ShapleyValue;0.8;low quality data;0.3;0.75;0.9758428335189819;worst;3.0
