time;distribution;dataset;seed;#parts;model;lr;num_epoch;hidden_layer_size;batch_size;value function;method;alpha;attack_method;attack_arg;num_attack_clients;x;y;remove topic;num_removed_client
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.0;885.0;best;3.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.125;638.0;best;2.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.25;428.0;best;1.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.375;263.0;best;5.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.5;180.0;best;6.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.625;119.0;best;0.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.75;67.0;best;7.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.875;29.0;best;4.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.0;885.0;worst;4.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.125;856.0;worst;7.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.25;818.0;worst;0.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.375;766.0;worst;6.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.5;705.0;worst;5.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.625;622.0;worst;1.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.75;457.0;worst;2.0
2023-06-25 15:48:03;label skew;tictactoe;6694;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.875;247.0;worst;3.0
2023-06-25 15:48:03;label skew;tictactoe;6695;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.0;891.0;best;2.0
2023-06-25 15:48:03;label skew;tictactoe;6695;8;TicTacToeMLP;0.005;60;16;16;data_quantity;ShapleyValue;0.8;data replication;0.8;1;0.125;562.0;best;3.0
